package,version,package@version,exploitable,confirmed
@ayuan-cli/util,1.1.4,@ayuan-cli/util@1.1.4,True,False
async-spawner,0.1.5,async-spawner@0.1.5,True,False
loade,0.1.5,loade@0.1.5,True,True
bash-run,0.0.0,bash-run@0.0.0,True,True
kerb_request,0.0.2,kerb_request@0.0.2,False,False
cc-template,0.0.5,cc-template@0.0.5,True,True
netshell,1.0.14,netshell@1.0.14,True,True
format-check,0.0.3,format-check@0.0.3,False,False
git-force-stash,1.0.20,git-force-stash@1.0.20,True,True
energenie,0.1.2,energenie@0.1.2,False,False
git-beat,0.0.2,git-beat@0.0.2,True,True
@tinyfe/git-checkout,0.0.1,@tinyfe/git-checkout@0.0.1,False,False
find-install-path,1.0.1,find-install-path@1.0.1,True,True
component-wrapper,1.0.1,component-wrapper@1.0.1,True,False
@kagamox/sec.js,1.0.0,@kagamox/sec.js@1.0.0,False,False
cpplint.js,2.0.0,cpplint.js@2.0.0,False,False
android,0.0.8,android@0.0.8,True,True
git-branch-parent,0.1.2,git-branch-parent@0.1.2,False,False
ok_dev_watch,0.1.1,ok_dev_watch@0.1.1,True,True
assert-outdated,3.4.90,assert-outdated@3.4.90,True,True
atlas-interactive-shell,1.0.2,atlas-interactive-shell@1.0.2,True,True
@umashankar/plotter,0.5.8,@umashankar/plotter@0.5.8,True,False
endure,0.0.2,endure@0.0.2,True,True
@dragflow/dflib,1.0.15,@dragflow/dflib@1.0.15,True,True
@zyk-cli-dev/utils,1.0.43,@zyk-cli-dev/utils@1.0.43,True,False
xbacklight,1.0.1,xbacklight@1.0.1,True,True
azure-iot-gateway-lin,1.1.3,azure-iot-gateway-lin@1.1.3,False,False
nodehttpapi,2.0.2,nodehttpapi@2.0.2,True,True
easyimage,2.2.1,easyimage@2.2.1,True,True
process-promises,1.0.0,process-promises@1.0.0,True,True
node-pulseaudio,0.0.6,node-pulseaudio@0.0.6,False,False
json-to-ts-interface,1.0.7,json-to-ts-interface@1.0.7,True,True
@lerna-pro/utils,1.0.38,@lerna-pro/utils@1.0.38,True,False
js-7z,0.0.3,js-7z@0.0.3,False,False
@bensnow/bs-tools,1.0.0,@bensnow/bs-tools@1.0.0,True,False
@ricokahler/exec,1.1.0,@ricokahler/exec@1.1.0,True,False
@zkochan/diable,1.0.2,@zkochan/diable@1.0.2,True,False
bmwjs,1.0.0,bmwjs@1.0.0,True,False
chrome-launch,1.1.4,chrome-launch@1.1.4,False,False
pakal,0.2.1,pakal@0.2.1,True,True
@diaosi/utils,1.0.0,@diaosi/utils@1.0.0,True,False
child-process-promise,2.2.1,child-process-promise@2.2.1,True,False
cloc-lib,1.0.3,cloc-lib@1.0.3,True,True
hj-sonar,1.0.5,hj-sonar@1.0.5,False,False
@sleepymaid/util,3.3.0,@sleepymaid/util@3.3.0,True,True
child_process_with_argv0,0.1.1,child_process_with_argv0@0.1.1,False,False
mor-helper-cli,0.2.10,mor-helper-cli@0.2.10,True,False
@binaris/utils-subprocess,0.0.1,@binaris/utils-subprocess@0.0.1,True,False
node-cmd,3.0.0,node-cmd@3.0.0,True,True
nv-cli-exec,1.0.0,nv-cli-exec@1.0.0,True,True
docker-cmd,0.2.2,docker-cmd@0.2.2,False,False
@fpm-cli-dev/utils,1.0.4,@fpm-cli-dev/utils@1.0.4,True,False
snyk-python-plugin,1.10.2,snyk-python-plugin@1.10.2,True,False
@zf-cli/utils,1.0.7,@zf-cli/utils@1.0.7,True,False
dollars,0.0.9,dollars@0.0.9,False,False
licensr,0.1.0,licensr@0.1.0,True,True
push2cloud-compiler-fs,1.0.0,push2cloud-compiler-fs@1.0.0,False,False
afplay,1.0.3,afplay@1.0.3,True,True
render-webpage,0.1.1,render-webpage@0.1.1,False,False
@definejs/requirer,1.0.1,@definejs/requirer@1.0.1,False,False
os-utils,0.0.14,os-utils@0.0.14,False,False
ripgrep-js,3.0.0,ripgrep-js@3.0.0,True,False
jsfirewalld,0.0.2,jsfirewalld@0.0.2,True,False
@ffflorian/windows-shortcut-maker,2.3.0,@ffflorian/windows-shortcut-maker@2.3.0,False,False
exec-string,1.0.2,exec-string@1.0.2,True,True
@josephuspaye/powershell,0.1.0,@josephuspaye/powershell@0.1.0,True,True
freespace,1.0.4,freespace@1.0.4,True,False
fastlane-register-devices,1.0.0,fastlane-register-devices@1.0.0,False,False
imessage-spammer,1.0.1,imessage-spammer@1.0.1,True,False
read-audio-tags,0.1.1,read-audio-tags@0.1.1,False,False
psjson,0.1.0,psjson@0.1.0,True,True
@ev-fns/spawn,0.1.2,@ev-fns/spawn@0.1.2,True,True
baresip,0.3.2,baresip@0.3.2,False,False
js-castjson,1.0.4,js-castjson@1.0.4,True,True
thumbsup-downsize,2.5.0,thumbsup-downsize@2.5.0,False,False
openurl2,1.0.1,openurl2@1.0.1,False,False
@yingzy-cli-dev/utils,1.0.0,@yingzy-cli-dev/utils@1.0.0,True,False
scipy-optimize,1.0.3,scipy-optimize@1.0.3,False,False
asterisk-shell-f,1.0.12,asterisk-shell-f@1.0.12,True,True
leufu-node-rtsp-stream,0.0.61,leufu-node-rtsp-stream@0.0.61,False,False
ffmpeg-bluecap,0.0.7,ffmpeg-bluecap@0.0.7,False,False
@hopin/wbt-common,0.0.33,@hopin/wbt-common@0.0.33,True,False
cli-mocker,1.0.3,cli-mocker@1.0.3,True,True
istein-nodejs-process-runner,1.0.1,istein-nodejs-process-runner@1.0.1,True,True
@feng-cli-dev/utils,1.0.3,@feng-cli-dev/utils@1.0.3,True,False
433mhz,2.0.0,433mhz@2.0.0,True,True
@bgeschka/netip,1.0.0,@bgeschka/netip@1.0.0,True,True
node-7z,2.1.1,node-7z@2.1.1,True,False
mongo-utils,0.5.0,mongo-utils@0.5.0,True,True
lazzygit,1.0.4,lazzygit@1.0.4,True,False
esptoolpy,0.0.2,esptoolpy@0.0.2,False,False
i-am-error,1.0.5,i-am-error@1.0.5,False,False
genmath,1.1.4,genmath@1.1.4,False,False
capstant,1.0.3,capstant@1.0.3,True,True
gifify,2.4.3,gifify@2.4.3,False,False
plotter,0.5.0,plotter@0.5.0,True,False
node-ps-promise,1.0.0,node-ps-promise@1.0.0,True,True
@quarterto/spawn,1.2.0,@quarterto/spawn@1.2.0,True,False
pdf2image,1.2.3,pdf2image@1.2.3,True,True
termy,1.0.0,termy@1.0.0,True,True
@sparkdev/pdf2png,1.1.3,@sparkdev/pdf2png@1.1.3,False,False
server-sync,1.0.0,server-sync@1.0.0,False,False
maven,5.0.0,maven@5.0.0,True,False
node-exec-promise,1.0.2,node-exec-promise@1.0.2,True,True
exif-manager,0.0.3,exif-manager@0.0.3,False,False
ffmpeg-cli,2.7.5,ffmpeg-cli@2.7.5,True,True
mdns-native,1.0.1,mdns-native@1.0.1,False,False
co-ejs,1.5.2,co-ejs@1.5.2,True,False
sex,0.0.1,sex@0.0.1,False,False
wgather-core,0.0.12,wgather-core@0.0.12,True,False
nodejs-definitive-utils,0.0.14-test,nodejs-definitive-utils@0.0.14-test,True,True
@yq-cli-dev/utils,1.0.5,@yq-cli-dev/utils@1.0.5,True,False
@mkikets/git-init,1.0.0,@mkikets/git-init@1.0.0,False,False
hledger,1.1.1,hledger@1.1.1,False,False
@series-one/toolkit-semver,2.5.18,@series-one/toolkit-semver@2.5.18,True,True
light-tpl,1.0.3,light-tpl@1.0.3,True,True
system-installer,1.1.6,system-installer@1.1.6,False,False
@arcane-cli/utils,0.0.9,@arcane-cli/utils@0.0.9,True,False
lilynode,0.4.1,lilynode@0.4.1,True,True
wa-sticker,1.0.14,wa-sticker@1.0.14,True,False
multi-input-testing,1.0.0,multi-input-testing@1.0.0,False,False
@koakh/typescript-rest-actions-api,1.0.16,@koakh/typescript-rest-actions-api@1.0.16,True,False
slimer-html-pdf,0.11.1,slimer-html-pdf@0.11.1,False,False
iinbox-rules,3.1.1,iinbox-rules@3.1.1,True,True
guardian4_api,1.0.1,guardian4_api@1.0.1,True,True
child-command,1.0.3,child-command@1.0.3,True,True
tenjin,0.1.1,tenjin@0.1.1,True,True
@ronan-try/cli-service,1.1.5,@ronan-try/cli-service@1.1.5,False,False
node-word2vec,0.0.8,node-word2vec@0.0.8,False,False
safe-publish-latest,2.0.0,safe-publish-latest@2.0.0,True,True
@fujia/spawn,1.0.0,@fujia/spawn@1.0.0,True,False
fluidnode,0.2.0,fluidnode@0.2.0,True,True
postgresql-js,0.0.7,postgresql-js@0.0.7,True,True
portkiller,1.0.3,portkiller@1.0.3,True,True
ejst,1.0.2,ejst@1.0.2,True,False
nask,0.2.0,nask@0.2.0,True,False
node-network-manager,1.0.10,node-network-manager@1.0.10,False,False
@bencmbrook/cmd,1.0.0,@bencmbrook/cmd@1.0.0,True,False
node-path-tools,1.0.1,node-path-tools@1.0.1,True,True
@dropb/ffprobe,3.0.0,@dropb/ffprobe@3.0.0,False,False
node-python-opencv,1.0.4,node-python-opencv@1.0.4,True,False
escore-util,0.0.2,escore-util@0.0.2,True,True
unreleased,0.1.0,unreleased@0.1.0,True,False
windows-clipboard-buffer,2.0.1,windows-clipboard-buffer@2.0.1,True,True
@code-robot-cli/utils,1.0.2,@code-robot-cli/utils@1.0.2,True,False
ipfs-paste-spec,0.1.1,ipfs-paste-spec@0.1.1,False,False
get-registry,1.1.0,get-registry@1.1.0,False,False
slimmy,0.1.4,slimmy@0.1.4,True,True
iostat,0.2.2,iostat@0.2.2,False,False
omx-controller,0.0.2,omx-controller@0.0.2,False,False
ts-node-toolbox,0.0.7,ts-node-toolbox@0.0.7,False,False
git-pull-or-clone,2.0.1,git-pull-or-clone@2.0.1,True,False
start-chrome,0.0.3,start-chrome@0.0.3,True,True
access-policy,3.1.0,access-policy@3.1.0,False,False
@fly-cli-dev/utils,1.0.8,@fly-cli-dev/utils@1.0.8,True,False
promise-toolkit-factory,0.0.5,promise-toolkit-factory@0.0.5,True,True
@thinkpiece-partners/sox,0.9.371,@thinkpiece-partners/sox@0.9.371,False,False
simpleomxcontrol,1.0.2,simpleomxcontrol@1.0.2,True,True
small-tpl,3.0.0,small-tpl@3.0.0,True,False
youtube-dl-wrap,2.1.1,youtube-dl-wrap@2.1.1,True,False
subspawn,1.0.1,subspawn@1.0.1,True,True
npm-programmatic,0.0.12,npm-programmatic@0.0.12,False,False
jack-logger,1.0.2,jack-logger@1.0.2,True,True
@xzl-fe/utils,0.3.1,@xzl-fe/utils@0.3.1,True,False
error-foundry-js,0.1.0,error-foundry-js@0.1.0,False,False
cp-sugar,1.0.0,cp-sugar@1.0.0,True,True
executely,0.0.3,executely@0.0.3,True,False
spawnsync-npm-install,1.2.1,spawnsync-npm-install@1.2.1,False,False
@xch/node-remote-exec,0.0.3,@xch/node-remote-exec@0.0.3,True,True
psqlformat,1.14.0,psqlformat@1.14.0,True,False
@hjz-cli/utils,1.0.8,@hjz-cli/utils@1.0.8,True,False
@inst-cli/basic-template,1.0.0,@inst-cli/basic-template@1.0.0,True,False
wires-forever,1.0.4,wires-forever@1.0.4,True,True
node-expr,0.0.2,node-expr@0.0.2,True,False
@godgnidoc/decli,0.0.26,@godgnidoc/decli@0.0.26,True,False
@sdeverywhere/runtime-async,0.2.2,@sdeverywhere/runtime-async@0.2.2,True,False
@mager1794/package_scripts,0.0.12,@mager1794/package_scripts@0.0.12,False,False
svnrss,0.0.2,svnrss@0.0.2,True,False
child-process-async,1.0.1,child-process-async@1.0.1,True,True
system-exec,1.0.2,system-exec@1.0.2,True,True
nuonce,2.0.2,nuonce@2.0.2,True,False
apple-java-script,1.0.1,apple-java-script@1.0.1,True,True
storago,1.2.0,storago@1.2.0,False,False
@gswl/startup,1.0.19,@gswl/startup@1.0.19,True,False
@litejs/sqlite3,21.0.0-rc.1,@litejs/sqlite3@21.0.0-rc.1,True,False
@jordbaer/async,1.1.0,@jordbaer/async@1.1.0,True,False
@lx-cli-dev/utils,1.0.5,@lx-cli-dev/utils@1.0.5,True,False
daemon-plus,1.1.1,daemon-plus@1.1.1,False,False
avconv-utils,0.1.6,avconv-utils@0.1.6,False,False
testes-docker,1.0.0,testes-docker@1.0.0,True,True
run-serially,0.0.0,run-serially@0.0.0,True,False
haxelib-webpack-helper,1.0.0,haxelib-webpack-helper@1.0.0,False,False
@cloudscope-cli/utils,2.0.0,@cloudscope-cli/utils@2.0.0,True,False
mocoolka-function,0.1.7,mocoolka-function@0.1.7,True,False
@nbfe/git-analytics,0.1.2,@nbfe/git-analytics@0.1.2,False,False
@ch1c0t/sh,0.0.1,@ch1c0t/sh@0.0.1,True,True
accesslog,0.0.2,accesslog@0.0.2,True,False
font-query,2.0.0,font-query@2.0.0,True,True
git-blame-line,0.2.4,git-blame-line@0.2.4,True,False
arrow-bind,1.0.11,arrow-bind@1.0.11,False,False
sandboxed-javascript-expressions,0.11.1,sandboxed-javascript-expressions@0.11.1,True,False
mock-server-dev,1.0.7,mock-server-dev@1.0.7,True,True
@peykio/pg-formatter,1.2.0,@peykio/pg-formatter@1.2.0,True,False
child-exec-promised,0.0.1,child-exec-promised@0.0.1,True,True
genco,0.0.1,genco@0.0.1,True,True
node-rrdtool,0.1.3,node-rrdtool@0.1.3,True,True
m-log,0.0.1,m-log@0.0.1,False,False
@bb-tools/markdown-magic-utils,0.1.1,@bb-tools/markdown-magic-utils@0.1.1,True,False
child-process-helpers,2.0.0,child-process-helpers@2.0.0,True,False
toolslite,1.0.1,toolslite@1.0.1,True,False
git-file,0.0.1,git-file@0.0.1,True,False
cf-ejs,0.8.8,cf-ejs@0.8.8,True,False
mixin,0.2.0,mixin@0.2.0,False,False
aresig,1.0.5,aresig@1.0.5,True,True
last-commit-log,3.2.0,last-commit-log@3.2.0,True,True
ffplay,1.1.0,ffplay@1.1.0,False,False
@jongy/timeit,0.0.1,@jongy/timeit@0.0.1,True,False
envented,0.0.11,envented@0.0.11,True,False
@sharyn/run-cmd,1.0.1,@sharyn/run-cmd@1.0.1,True,True
start-endpoint-imposter,0.0.1,start-endpoint-imposter@0.0.1,False,False
connect-sass,0.3.0,connect-sass@0.3.0,False,False
what-do-i-depend-on,0.0.3,what-do-i-depend-on@0.0.3,True,False
@bash-commands/sleep,1.0.0,@bash-commands/sleep@1.0.0,True,True
copy-class,0.4.0,copy-class@0.4.0,True,False
reblaze,0.4.0,reblaze@0.4.0,True,True
openssl-cert-tools,1.4.3,openssl-cert-tools@1.4.3,False,False
code-execution-engine,0.4.6,code-execution-engine@0.4.6,True,True
ssl,1.0.0,ssl@1.0.0,True,True
cross-spawn-windows-exe,1.2.0,cross-spawn-windows-exe@1.2.0,True,False
jsexecpy,1.1.0,jsexecpy@1.1.0,False,False
@brandonocasey/spawn-promise,0.2.0,@brandonocasey/spawn-promise@0.2.0,True,False
@wenjun-cli/utils,1.0.6,@wenjun-cli/utils@1.0.6,True,False
smcomp,1.4.0,smcomp@1.4.0,True,True
smf,0.1.1,smf@0.1.1,False,False
craydent.strip,0.13.5,craydent.strip@0.13.5,False,False
@caiheping-cli-dev/utils,1.0.18,@caiheping-cli-dev/utils@1.0.18,True,False
spawn-npm-install,1.2.0,spawn-npm-install@1.2.0,False,False
serverless-webapp-deployments-plugin,1.0.6,serverless-webapp-deployments-plugin@1.0.6,True,False
run-headless-chromium,0.1.1,run-headless-chromium@0.1.1,True,False
ssh-rsa-keygen,1.2.0,ssh-rsa-keygen@1.2.0,False,False
blamer-ts,1.0.0,blamer-ts@1.0.0,True,True
gfc,2.0.2,gfc@2.0.2,True,False
netlify-env-dry-runner,1.0.2,netlify-env-dry-runner@1.0.2,False,False
@athenadevops/core,0.5.3,@athenadevops/core@0.5.3,True,False
renaissance-underscore-template,0.1.6,renaissance-underscore-template@0.1.6,True,False
epub-check,0.3.0,epub-check@0.3.0,False,False
w1temp,4.4.1,w1temp@4.4.1,False,False
dictator,0.3.4,dictator@0.3.4,True,False
openurl,1.1.1,openurl@1.1.1,False,False
wonder-lodash,0.1.3,wonder-lodash@0.1.3,True,True
raspberry-vol,1.1.0,raspberry-vol@1.1.0,True,True
fastest-clone,1.0.2,fastest-clone@1.0.2,True,False
lines-control,0.0.3,lines-control@0.0.3,True,False
bacon-spawn,0.1.0,bacon-spawn@0.1.0,True,False
ffmpegdotjs,0.0.4,ffmpegdotjs@0.0.4,True,True
sync-request-http,1.0.1,sync-request-http@1.0.1,False,False
gulp-just-spawn,1.0.1,gulp-just-spawn@1.0.1,True,False
@hk-cli-dev/spawn,1.1.0,@hk-cli-dev/spawn@1.1.0,True,False
@forestlin-cli/utils,1.1.0,@forestlin-cli/utils@1.1.0,True,False
ciql-json,1.9.6,ciql-json@1.9.6,False,False
ezspawn,1.1.0,ezspawn@1.1.0,True,False
readfrom,1.0.0,readfrom@1.0.0,True,False
jsenhance,0.0.3,jsenhance@0.0.3,True,True
ppt2png,0.0.6,ppt2png@0.0.6,True,True
ex-curl,2.0.0,ex-curl@2.0.0,False,False
kiwig-schema-go,1.1.11,kiwig-schema-go@1.1.11,True,False
@seiren/mongoutils,1.0.2,@seiren/mongoutils@1.0.2,True,True
lambada,0.1.1,lambada@0.1.1,True,False
ohai-data,0.1.0,ohai-data@0.1.0,True,True
merge-to-dev,1.0.0,merge-to-dev@1.0.0,False,False
changelogplease,1.2.0,changelogplease@1.2.0,False,False
@await/spawn,9.0.0,@await/spawn@9.0.0,True,False
ldaplookup,1.0.2,ldaplookup@1.0.2,True,True
@cetc-cli/utils,1.2.7,@cetc-cli/utils@1.2.7,True,False
fm-exec,1.1.0,fm-exec@1.1.0,True,True
spawndamnit,2.0.0,spawndamnit@2.0.0,True,False
r2pipe,2.8.4,r2pipe@2.8.4,False,False
pkg-builder,0.1.0,pkg-builder@0.1.0,True,False
node-exec,0.1.1,node-exec@0.1.1,True,True
sync-socket,1.1.0,sync-socket@1.1.0,False,False
webcam-http-streaming,1.1.2,webcam-http-streaming@1.1.2,False,False
node-apt-get,0.1.1,node-apt-get@0.1.1,False,False
microspawn,1.0.1,microspawn@1.0.1,True,True
@jadesrochers/subprocess,0.1.0,@jadesrochers/subprocess@0.1.0,True,True
@maxbrunsfeld/flame-graph,0.1.9,@maxbrunsfeld/flame-graph@0.1.9,False,False
opbeat-ionic,1.1.3,opbeat-ionic@1.1.3,True,True
@umaker/shared,0.0.1-beta.0,@umaker/shared@0.0.1-beta.0,True,False
pocketsphinx-continuous,1.1.0,pocketsphinx-continuous@1.1.0,False,False
@xqc-ink-cli/utils,1.0.7,@xqc-ink-cli/utils@1.0.7,True,False
nice-open,1.0.0,nice-open@1.0.0,False,False
@crossan007/git-last-commit,3.0.2,@crossan007/git-last-commit@3.0.2,True,True
@projectcli-dev/utils,1.0.4,@projectcli-dev/utils@1.0.4,True,False
npx-wrap,1.0.1,npx-wrap@1.0.1,True,False
esetdb,2.1.2,esetdb@2.1.2,False,False
whois-lookup,1.0.1,whois-lookup@1.0.1,False,False
@armory/utils,1.0.1,@armory/utils@1.0.1,True,False
docker-polyfill,0.0.10,docker-polyfill@0.0.10,True,False
atropa-cmd,0.1.3-2,atropa-cmd@0.1.3-2,True,False
ocsp-hashes,1.0.1,ocsp-hashes@1.0.1,False,False
ts-process-promises,1.0.2,ts-process-promises@1.0.2,True,True
@huangzj/funcjs,1.0.3,@huangzj/funcjs@1.0.3,True,False
zpool,0.0.0,zpool@0.0.0,False,False
git-authors,0.1.0,git-authors@0.1.0,True,True
@unicom-cli/utils,1.0.2,@unicom-cli/utils@1.0.2,True,False
nuance-gulp-build-common,0.0.1,nuance-gulp-build-common@0.0.1,True,True
numan-cmd,1.0.1,numan-cmd@1.0.1,True,False
@ritz078/spawnd,4.5.4,@ritz078/spawnd@4.5.4,True,False
@fisch0920/python-bridge,1.1.0,@fisch0920/python-bridge@1.1.0,False,False
the-git-commit,0.0.2,the-git-commit@0.0.2,True,True
coderzzp-ejs,1.0.0,coderzzp-ejs@1.0.0,True,False
python-bridge,1.1.0,python-bridge@1.1.0,True,False
cons,0.0.2,cons@0.0.2,True,True
cli-testing-tool,0.3.0,cli-testing-tool@0.3.0,True,False
dynamic-template-string,0.0.1,dynamic-template-string@0.0.1,True,False
et-improve,0.1.3,et-improve@0.1.3,True,False
node-mrswatson,1.0.3,node-mrswatson@1.0.3,False,False
@imooc-cli-devp/utils,1.0.16,@imooc-cli-devp/utils@1.0.16,True,False
@ccf-cli-dev/utils,1.0.7,@ccf-cli-dev/utils@1.0.7,True,False
template-error,0.1.2,template-error@0.1.2,True,True
shadowsocks-check,1.0.3,shadowsocks-check@1.0.3,False,False
shell-promise,1.0.0,shell-promise@1.0.0,True,True
tunnel-exec,0.1.2,tunnel-exec@0.1.2,False,False
node-jasperstarter,1.0.0,node-jasperstarter@1.0.0,False,False
pcm-extract,0.1.0,pcm-extract@0.1.0,False,False
galen-cli,1.0.1,galen-cli@1.0.1,False,False
simple-template-js,0.0.2,simple-template-js@0.0.2,True,False
terminal-spawn,2.0.3,terminal-spawn@2.0.3,True,False
clone-icode-repo,1.0.0,clone-icode-repo@1.0.0,False,False
gif2webp_node,1.0.0,gif2webp_node@1.0.0,False,False
@wifi-s3tup/manager,0.0.23,@wifi-s3tup/manager@0.0.23,True,True
makam,0.7.40,makam@0.7.40,False,False
express-mirror,1.0.2,express-mirror@1.0.2,True,True
resizer,0.0.6,resizer@0.0.6,False,False
@bockit/sh,1.0.0,@bockit/sh@1.0.0,True,True
growl,1.10.5,growl@1.10.5,True,False
gnucc,1.1.5,gnucc@1.1.5,False,False
mygrowl,1.10.3,mygrowl@1.10.3,True,False
@uku/audio-waveform-node,0.3.2,@uku/audio-waveform-node@0.3.2,False,False
jdists,2.2.4,jdists@2.2.4,True,True
@futagoza/node-run,0.4.1,@futagoza/node-run@0.4.1,True,False
@mengui-cli/utils,0.2.0,@mengui-cli/utils@0.2.0,True,False
@erquhart/lerna-child-process,3.14.0,@erquhart/lerna-child-process@3.14.0,True,False
elm-rancher-deploy,1.0.11,elm-rancher-deploy@1.0.11,True,False
file-to-video-convertor,1.0.0,file-to-video-convertor@1.0.0,True,False
node-mic-record,0.0.1,node-mic-record@0.0.1,False,False
openbrowser,1.0.2,openbrowser@1.0.2,False,False
certgen,0.2.1,certgen@0.2.1,True,True
@david-cli-dev/utils,0.0.3,@david-cli-dev/utils@0.0.3,True,False
dinahmoe-ffmpeg,1.0.2,dinahmoe-ffmpeg@1.0.2,True,False
terminal-async,1.0.1,terminal-async@1.0.1,True,True
@537/spawn,0.0.5,@537/spawn@0.0.5,True,False
mpv-wrapper,0.1.0,mpv-wrapper@0.1.0,False,False
caldeira-impressao,1.0.6,caldeira-impressao@1.0.6,True,False
is-docker-running,1.0.5,is-docker-running@1.0.5,True,True
@samuelcalegari/ds_ffmpeg,1.0.11,@samuelcalegari/ds_ffmpeg@1.0.11,True,True
rit-media-supporter,2.0.0,rit-media-supporter@2.0.0,True,True
@hero-project-cli/utils,0.0.5,@hero-project-cli/utils@0.0.5,True,False
guessit-exec,0.0.1,guessit-exec@0.0.1,False,False
@driten/transcoder-packager,1.0.47,@driten/transcoder-packager@1.0.47,False,False
peppermint,0.7.1,peppermint@0.7.1,True,False
bsb-js,1.1.7,bsb-js@1.1.7,False,False
child-process-es6-promise,1.2.1,child-process-es6-promise@1.2.1,True,True
@davidegheri/gm-palette,4.0.0,@davidegheri/gm-palette@4.0.0,False,False
aws-lambda-binary,0.2.0,aws-lambda-binary@0.2.0,True,False
mdls,1.2.0,mdls@1.2.0,True,True
@tommy-anderson/git-last-commit,1.1.0,@tommy-anderson/git-last-commit@1.1.0,True,True
dns-dig,1.1.2,dns-dig@1.1.2,False,False
pixels-to-video,0.0.12,pixels-to-video@0.0.12,False,False
git-common-ancestor,2.0.0,git-common-ancestor@2.0.0,False,False
json-stringify-parse,1.0.3,json-stringify-parse@1.0.3,True,True
@filway-cli/utils,1.4.5,@filway-cli/utils@1.4.5,True,False
repo-tracker,1.0.1,repo-tracker@1.0.1,True,True
cdpc,4.1.0,cdpc@4.1.0,True,False
respond,0.9.0,respond@0.9.0,True,False
aws-process-env,1.3.7,aws-process-env@1.3.7,True,True
yarpm,1.2.0,yarpm@1.2.0,True,False
git2stats,0.3.0,git2stats@0.3.0,False,False
mongoson,0.2.0,mongoson@0.2.0,True,True
wequ,0.0.12,wequ@0.0.12,False,False
node-yaff,0.3.1,node-yaff@0.3.1,False,False
wifi-cli,1.0.3,wifi-cli@1.0.3,True,True
mysql-query-validator,0.0.4,mysql-query-validator@0.0.4,False,False
velocity.java,1.3.1,velocity.java@1.3.1,False,False
wingrr,0.9.1,wingrr@0.9.1,True,True
@spendbch/bigjq,0.0.8,@spendbch/bigjq@0.0.8,False,False
@freebroccolo/shelljs-promises,0.0.0,@freebroccolo/shelljs-promises@0.0.0,True,True
setinterval-limit,1.1.0,setinterval-limit@1.1.0,True,True
git-has-changed,1.1.2,git-has-changed@1.1.2,False,False
create-spawn,1.0.5,create-spawn@1.0.5,True,False
web-module-loader,0.1.6,web-module-loader@0.1.6,True,False
dig-domain,1.0.0,dig-domain@1.0.0,False,False
execa-pro,1.0.7,execa-pro@1.0.7,True,True
jsbi-calculator,0.3.6,jsbi-calculator@0.3.6,True,True
lerna-npm-readme-hack,1.0.6,lerna-npm-readme-hack@1.0.6,True,False
node-tone,1.0.1,node-tone@1.0.1,False,False
@minna-ui/utils,0.35.0,@minna-ui/utils@0.35.0,True,True
@jetbrains/kotlinc-js-api,1.2.13,@jetbrains/kotlinc-js-api@1.2.13,False,False
@manhjin/node-terminal,0.0.3,@manhjin/node-terminal@0.0.3,True,True
list-git-branches,1.0.0,list-git-branches@1.0.0,False,False
@!!!!!/javascript,2.0.0,@!!!!!/javascript@2.0.0,True,True
@markspec/plantuml,1.2.3,@markspec/plantuml@1.2.3,False,False
pinoccio-arduino-compile,0.0.4,pinoccio-arduino-compile@0.0.4,False,False
sfx,0.1.1,sfx@0.1.1,True,True
mmm-git-some,1.0.3,mmm-git-some@1.0.3,False,False
@record/web-assembly,0.7.2,@record/web-assembly@0.7.2,False,False
node-shell-async,0.0.3,node-shell-async@0.0.3,True,True
is-object-helper,1.0.0,is-object-helper@1.0.0,True,True
ssh-mole,0.1.0,ssh-mole@0.1.0,False,False
command-promise,2.0.1,command-promise@2.0.1,True,True
shell-spawn,2.0.3,shell-spawn@2.0.3,True,True
std-pour,1.1.0,std-pour@1.1.0,True,False
@sthir/number,0.0.2,@sthir/number@0.0.2,True,True
launch-iossim-devtools,0.0.1,launch-iossim-devtools@0.0.1,False,False
@getvim/execute,1.0.0,@getvim/execute@1.0.0,True,True
@zj-527/utils,1.0.14,@zj-527/utils@1.0.14,True,False
@futagoza/child-process,1.1.0,@futagoza/child-process@1.1.0,True,False
@wcjiang/whereis,1.1.0,@wcjiang/whereis@1.1.0,True,True
mongo-node,1.0.0,mongo-node@1.0.0,False,False
bulk,2.0.1,bulk@2.0.1,True,False
xiaomi-mijia-lywsd03mmc,1.1.0,xiaomi-mijia-lywsd03mmc@1.1.0,True,False
tangular,2.0.1,tangular@2.0.1,True,False
for-each-branch,0.2.6,for-each-branch@0.2.6,False,False
ble-scanner,0.2.2,ble-scanner@0.2.2,False,False
engines,0.4.0,engines@0.4.0,False,False
@abandon-cli/utils,1.2.6,@abandon-cli/utils@1.2.6,True,False
@weilai-cli/utils,1.0.15,@weilai-cli/utils@1.0.15,True,False
@ipackage/template,1.0.0,@ipackage/template@1.0.0,False,False
git-ray,1.2.0,git-ray@1.2.0,True,False
npm-run,5.0.1,npm-run@5.0.1,True,False
exec-sync-uc,1.1.4,exec-sync-uc@1.1.4,True,True
@inst-app/basic-template,1.0.0,@inst-app/basic-template@1.0.0,True,False
knode-shell,1.0.0,knode-shell@1.0.0,True,False
yarnif,1.5.0,yarnif@1.5.0,False,False
