package,version,package@version,exploitable,confirmed
pg-config,0.0.1,pg-config@0.0.1,False,False
initial-commit-date,1.0.10,initial-commit-date@1.0.10,False,False
pkgeval,0.9.0,pkgeval@0.9.0,True,True
nodejs-video-duration,1.0.2,nodejs-video-duration@1.0.2,True,True
shell-script-webpack-plugin,1.0.0,shell-script-webpack-plugin@1.0.0,True,False
emre,1.0.0,emre@1.0.0,True,True
date-mirror,1.3.4,date-mirror@1.3.4,False,False
npm-root,1.1.0,npm-root@1.1.0,False,False
qtimeit,0.19.0,qtimeit@0.19.0,True,True
@johnbrumley/dart4e2m,1.2.5,@johnbrumley/dart4e2m@1.2.5,True,True
npm-env,2.1.0,npm-env@2.1.0,True,False
@niawenge-cli/utils,0.0.6,@niawenge-cli/utils@0.0.6,True,False
@wfw-cli/utils,1.0.12,@wfw-cli/utils@1.0.12,True,False
tapir,0.1.0,tapir@0.1.0,True,True
alphahax,0.0.3,alphahax@0.0.3,False,False
turbostatus,2.4.0,turbostatus@2.4.0,True,True
@dgsh/docker-compose,1.1.0,@dgsh/docker-compose@1.1.0,False,False
node-rsync,1.0.3,node-rsync@1.0.3,True,True
inotifywait-spawn,1.0.3,inotifywait-spawn@1.0.3,False,False
@sigodenjs/fswebcam,0.1.4,@sigodenjs/fswebcam@0.1.4,True,True
@buxlabs/ruby-ast,0.1.0,@buxlabs/ruby-ast@0.1.0,True,True
bonaroo-safe-exec,0.0.2,bonaroo-safe-exec@0.0.2,True,False
@easychessanimations/uci,1.0.33,@easychessanimations/uci@1.0.33,False,False
yake,0.2.0,yake@0.2.0,True,True
@devalexdom/axpert-interface,0.0.2,@devalexdom/axpert-interface@0.0.2,True,True
templang,0.0.4,templang@0.0.4,True,False
rpi,0.0.3,rpi@0.0.3,True,True
incremental-release-tags,2.0.1,incremental-release-tags@2.0.1,False,False
mohen-utils,1.0.1,mohen-utils@1.0.1,True,False
atf2png,1.0.0,atf2png@1.0.0,True,True
shell-session,1.0.1,shell-session@1.0.1,True,True
screen-streamer,0.4.2,screen-streamer@0.4.2,False,False
ftp-test-server,0.0.2,ftp-test-server@0.0.2,False,False
process-finder,1.0.0,process-finder@1.0.0,True,True
handlebars-array,0.2.1,handlebars-array@0.2.1,True,False
shellpromise,1.4.0,shellpromise@1.4.0,True,True
advanced-spawn-async,0.1.3,advanced-spawn-async@0.1.3,True,False
gcc,1.0.2,gcc@1.0.2,False,False
iconutil,1.0.2,iconutil@1.0.2,True,True
small-serial,1.0.3,small-serial@1.0.3,True,True
aws-cli-js-jt,0.0.3,aws-cli-js-jt@0.0.3,True,True
fin-rounds,0.1.0,fin-rounds@0.1.0,False,False
js-full,1.0.1,js-full@1.0.1,True,True
simple-grep,0.0.1,simple-grep@0.0.1,True,True
tafa-misc-util,0.1.6,tafa-misc-util@0.1.6,True,False
filevault,1.0.3,filevault@1.0.3,True,False
shl,0.0.2,shl@0.0.2,True,False
run-every,0.0.1,run-every@0.0.1,True,False
promisified-espeak,1.0.0,promisified-espeak@1.0.0,True,True
@plasmohq/consolidate,0.17.0,@plasmohq/consolidate@0.17.0,False,False
@sparticuz/pdffiller,4.2.0,@sparticuz/pdffiller@4.2.0,False,False
pynode,0.2.0,pynode@0.2.0,False,False
express-box-utils,1.0.3,express-box-utils@1.0.3,False,False
analyticsd,2.0.0,analyticsd@2.0.0,False,False
simple-exec,2.1.1,simple-exec@2.1.1,True,True
node-atpl,1.1.5,node-atpl@1.1.5,True,False
ndarray-select,1.0.1,ndarray-select@1.0.1,True,False
simple-spawn,0.0.2,simple-spawn@0.0.2,True,False
apkinfo,1.0.8,apkinfo@1.0.8,True,True
kill-async,0.0.2,kill-async@0.0.2,False,False
jsoncomma,1.0.0,jsoncomma@1.0.0,True,True
node-atf,0.0.1,node-atf@0.0.1,True,True
simple-exe,1.1.0,simple-exe@1.1.0,True,False
easy-spawn,0.0.2,easy-spawn@0.0.2,True,False
@swin-cli/utils,1.0.3,@swin-cli/utils@1.0.3,True,False
follow-file,0.3.0,follow-file@0.3.0,False,False
p4,0.0.7,p4@0.0.7,False,False
xdt-transform,1.0.4,xdt-transform@1.0.4,True,True
codeowners-utils,1.0.2,codeowners-utils@1.0.2,False,False
@yaakadev/pdf-generator,1.0.2,@yaakadev/pdf-generator@1.0.2,False,False
render-tpl,1.1.1,render-tpl@1.1.1,True,False
pkgrun,0.0.1,pkgrun@0.0.1,False,False
node-svn,0.0.1,node-svn@0.0.1,True,True
grep1,0.0.5,grep1@0.0.5,True,False
dx-utilities,1.0.4,dx-utilities@1.0.4,True,True
mongo-utils-restore,0.6.1,mongo-utils-restore@0.6.1,True,True
watcher_lib,1.2.0,watcher_lib@1.2.0,True,True
execute-shell-promise,1.0.1,execute-shell-promise@1.0.1,True,True
npm-help,1.0.0,npm-help@1.0.0,True,True
@yzh-cli-dev/utils,1.2.3,@yzh-cli-dev/utils@1.2.3,True,False
node-key-sender,1.0.11,node-key-sender@1.0.11,True,True
microtemplate,1.0.2,microtemplate@1.0.2,True,False
js-exec,1.2.1,js-exec@1.2.1,True,False
node-aerender,1.0.6,node-aerender@1.0.6,True,False
@quirk0.o/cloud-functions-common,3.0.4,@quirk0.o/cloud-functions-common@3.0.4,True,True
svstat,0.0.1,svstat@0.0.1,False,False
git-optimum-stats,0.1.0,git-optimum-stats@0.1.0,True,True
gulp-git-svn-version-filename,2.0.4,gulp-git-svn-version-filename@2.0.4,True,True
tail-shell,0.0.3,tail-shell@0.0.3,False,False
njake,1.1.0,njake@1.1.0,True,False
@paperweight/airo,1.1.0-alpha.0,@paperweight/airo@1.1.0-alpha.0,False,False
lst-get,1.1.2,lst-get@1.1.2,True,False
koel,0.0.4,koel@0.0.4,True,True
jshinter,0.0.8,jshinter@0.0.8,True,True
noob-cmd-helper,1.0.1,noob-cmd-helper@1.0.1,False,False
externs-extractor-wrapper,0.0.5,externs-extractor-wrapper@0.0.5,True,True
bat-execution-time,0.0.3,bat-execution-time@0.0.3,True,True
should-quote,1.0.0,should-quote@1.0.0,False,False
@mozilla/spawnd,4.4.0,@mozilla/spawnd@4.4.0,True,False
git-cmd-repo-info,1.0.3,git-cmd-repo-info@1.0.3,False,False
craydent.tryeval,0.13.5,craydent.tryeval@0.13.5,True,True
phpdate-js,1.0.3,phpdate-js@1.0.3,True,False
pmex,0.0.35,pmex@0.0.35,True,True
@omnislug/ja,0.0.1,@omnislug/ja@0.0.1,True,True
latin-stemming,0.0.2,latin-stemming@0.0.2,False,False
@sfs-cli/utils,0.0.8,@sfs-cli/utils@0.0.8,False,False
@tinyfe/git-clone,0.0.1,@tinyfe/git-clone@0.0.1,True,False
michaelbakker_docker-compose,0.9.1,michaelbakker_docker-compose@0.9.1,False,False
avconv,3.1.0,avconv@3.1.0,True,False
wkhtmltopdfWrapper,1.1.8,wkhtmltopdfWrapper@1.1.8,False,False
feature-filter,2.2.0,feature-filter@2.2.0,False,False
tone-detector,0.0.2,tone-detector@0.0.2,False,False
ajs,1.3.3,ajs@1.3.3,True,False
get-sync,1.1.0,get-sync@1.1.0,True,True
enpeem,2.2.0,enpeem@2.2.0,True,False
geo-streetaddress-us,0.2.2,geo-streetaddress-us@0.2.2,False,False
qr-decode-python,1.0.0,qr-decode-python@1.0.0,True,True
@znomi/spawn,1.0.0,@znomi/spawn@1.0.0,True,False
svm-light,2.0.0,svm-light@2.0.0,False,False
ideviceinstaller-js,1.0.2,ideviceinstaller-js@1.0.2,True,True
frost.js,1.0.2,frost.js@1.0.2,False,False
raspberrypi-button,1.5.0,raspberrypi-button@1.5.0,False,False
projmate-shell,0.0.6,projmate-shell@0.0.6,False,False
mapzen-search-team-ownership,1.0.1,mapzen-search-team-ownership@1.0.1,False,False
node-process-manager,0.0.4,node-process-manager@0.0.4,False,False
node-pdf-filler,1.0.1,node-pdf-filler@1.0.1,False,False
@heat/step-functions-local,0.0.6,@heat/step-functions-local@0.0.6,True,False
@tevatron-cli-dev/utils,1.0.10,@tevatron-cli-dev/utils@1.0.10,True,False
raml-1-parser-test-utils,1.0.10,raml-1-parser-test-utils@1.0.10,True,False
spawnd,5.0.0,spawnd@5.0.0,True,False
cach,1.0.6,cach@1.0.6,True,True
@mborne/dl,0.1.0,@mborne/dl@0.1.0,True,True
auths,0.0.0,auths@0.0.0,False,False
node-sx,0.0.19,node-sx@0.0.19,False,False
brown,1.1.28,brown@1.1.28,True,False
node-exec-cmd,0.1.2,node-exec-cmd@0.1.2,True,False
mongodb-io-native,0.1.2,mongodb-io-native@0.1.2,True,False
nococohint,0.1.4,nococohint@0.1.4,False,False
node-disk-mount,1.2.6,node-disk-mount@1.2.6,True,False
@lidofinance/yarn-workspaces-list,0.1.1,@lidofinance/yarn-workspaces-list@0.1.1,False,False
koa-tk-now,0.0.5,koa-tk-now@0.0.5,True,False
gnuplotter,2.0.1,gnuplotter@2.0.1,False,False
js-ps,3.0.0,js-ps@3.0.0,True,True
mkvpropedit,0.0.1,mkvpropedit@0.0.1,False,False
exeggutor,1.0.3,exeggutor@1.0.3,True,False
electron-recorder,1.0.0,electron-recorder@1.0.0,False,False
weex-scripter,0.1.6,weex-scripter@0.1.6,True,True
carbon-thumbnail-generator,1.0.2,carbon-thumbnail-generator@1.0.2,False,False
gh-clone,1.0.0,gh-clone@1.0.0,True,False
node-binaries,0.0.1,node-binaries@0.0.1,False,False
@hellorobot/console-voice,1.2.2,@hellorobot/console-voice@1.2.2,False,False
zfs,1.3.0,zfs@1.3.0,False,False
babytube,1.4.6,babytube@1.4.6,False,False
nodejs-ping,1.0.2,nodejs-ping@1.0.2,True,True
docker-compose-mv,0.1.0,docker-compose-mv@0.1.0,False,False
netherfox,1.1.6,netherfox@1.1.6,False,False
access-logger,0.0.2,access-logger@0.0.2,True,False
npm-cli-api,1.0.0,npm-cli-api@1.0.0,True,True
@men-mvc/men-mvc-cli,1.1.4,@men-mvc/men-mvc-cli@1.1.4,False,False
azure-pipelines-tasks-ios-signing-common,2.227.0,azure-pipelines-tasks-ios-signing-common@2.227.0,False,False
@rubysown/node-service,0.1.1,@rubysown/node-service@0.1.1,False,False
nodejs-tesseract,1.0.1,nodejs-tesseract@1.0.1,True,True
from-module,1.0.8,from-module@1.0.8,True,True
dialog-node,0.2.1,dialog-node@0.2.1,True,False
puppeteer-video-recorder,1.0.5,puppeteer-video-recorder@1.0.5,True,True
imagickal,5.0.1,imagickal@5.0.1,True,True
node-bin-setup,1.1.3,node-bin-setup@1.1.3,True,True
whisperdb,0.1.3,whisperdb@0.1.3,True,True
udoo-gpio,1.0.0,udoo-gpio@1.0.0,True,True
lambda-audio,1.0.0,lambda-audio@1.0.0,False,False
blank-executor,0.0.3,blank-executor@0.0.3,False,False
traceroute,1.0.0,traceroute@1.0.0,False,False
adb-screencap,1.0.8,adb-screencap@1.0.8,False,False
node-ner,0.0.3,node-ner@0.0.3,True,True
pdf-converter,0.1.1,pdf-converter@0.1.1,False,False
node-ssi,0.3.2,node-ssi@0.3.2,True,False
baqidiaokuzhuai2,1.0.1,baqidiaokuzhuai2@1.0.1,True,True
mongodb-manager,0.0.2,mongodb-manager@0.0.2,True,True
head-hash,0.3.0,head-hash@0.3.0,False,False
@black-cli/utils,4.0.0,@black-cli/utils@4.0.0,True,False
svnlog,1.1.0,svnlog@1.1.0,False,False
@nivuus/serializer,1.0.5,@nivuus/serializer@1.0.5,False,False
@sajeel-bongale/summation-calculator,1.0.1,@sajeel-bongale/summation-calculator@1.0.1,True,True
@mesamo/windows-sign-tool,0.1.0,@mesamo/windows-sign-tool@0.1.0,False,False
@rafapaezbas/watch-and-run,0.2.0,@rafapaezbas/watch-and-run@0.2.0,True,True
git-push,0.1.1,git-push@0.1.1,True,False
ajv-request-validator,0.2.0,ajv-request-validator@0.2.0,True,False
fielmx,1.0.4,fielmx@1.0.4,True,True
node-jsfl-runner,0.2.4,node-jsfl-runner@0.2.4,True,True
flac,0.3.0,flac@0.3.0,True,True
git-upstream-watch,1.0.2,git-upstream-watch@1.0.2,False,False
node-all-files,1.3.0,node-all-files@1.3.0,False,False
gekkio,0.1.0,gekkio@0.1.0,False,False
@zhangyunjie/shell,2.0.0,@zhangyunjie/shell@2.0.0,True,True
ffmkek,0.0.8,ffmkek@0.0.8,False,False
@mew-cli/utils,1.0.21,@mew-cli/utils@1.0.21,True,False
@tracktwo/xcomjson,0.2.1,@tracktwo/xcomjson@0.2.1,True,True
@inst-cli/template,1.0.0,@inst-cli/template@1.0.0,True,False
list-git-remotes,1.0.1,list-git-remotes@1.0.1,False,False
@dogmalang/exec.async,0.1.2,@dogmalang/exec.async@0.1.2,True,True
config-util,1.0.1,config-util@1.0.1,False,False
@jlguenego/a,0.0.15,@jlguenego/a@0.0.15,True,True
jpeg-min,0.0.1,jpeg-min@0.0.1,True,True
calabash,0.1.2,calabash@0.1.2,True,False
node-knox,0.0.4,node-knox@0.0.4,True,True
node-plantuml-latest,2.4.0,node-plantuml-latest@2.4.0,False,False
imagemagick-nuk,1.0.0,imagemagick-nuk@1.0.0,False,False
ls-usb,0.1.0,ls-usb@0.1.0,True,True
lego-bigpipe,0.2.2,lego-bigpipe@0.2.2,True,False
@atirip/ptemplayed,1.0.0,@atirip/ptemplayed@1.0.0,True,False
@asux.org/cli-npm,1.3.0,@asux.org/cli-npm@1.3.0,False,False
gulp-sequenced-shell-tasks,1.0.3,gulp-sequenced-shell-tasks@1.0.3,True,False
ps-kill,1.0.0,ps-kill@1.0.0,True,True
node-adtool,1.0.1,node-adtool@1.0.1,True,True
gulp-nginx,1.0.0,gulp-nginx@1.0.0,True,True
pdp-g-8,1.0.0,pdp-g-8@1.0.0,True,True
@gating-cli/utils,1.0.6,@gating-cli/utils@1.0.6,True,False
js-template,0.1.4,js-template@0.1.4,True,False
local-dynamo,0.6.0,local-dynamo@0.6.0,False,False
daemon,1.1.0,daemon@1.1.0,False,False
morton-page,0.1.0,morton-page@0.1.0,True,False
@dim.iliev/process-utils-exec,1.0.1,@dim.iliev/process-utils-exec@1.0.1,True,True
@maketek/order_prediction,1.0.0,@maketek/order_prediction@1.0.0,False,False
node-cordova,1.1.0,node-cordova@1.1.0,True,False
open-local-browser,1.0.1,open-local-browser@1.0.1,False,False
@base-cli-xu/utils,0.1.1,@base-cli-xu/utils@0.1.1,True,False
@imooc-cli-dev-x1/utils,0.0.7,@imooc-cli-dev-x1/utils@0.0.7,True,False
@jesjack/translate,2.0.1,@jesjack/translate@2.0.1,False,False
@xll-fe/cli-shared-utils,0.3.13,@xll-fe/cli-shared-utils@0.3.13,True,False
img-convert,1.1.2,img-convert@1.1.2,True,False
file-update-stream-linux,1.0.0,file-update-stream-linux@1.0.0,True,False
serc.js,0.0.1,serc.js@0.0.1,False,False
clean-spawn,0.0.2,clean-spawn@0.0.2,True,False
@liquid-labs/shell-toolkit,1.0.0-alpha.7,@liquid-labs/shell-toolkit@1.0.0-alpha.7,True,True
adb-cmd,0.0.1,adb-cmd@0.0.1,True,True
@jpweeks/electron-recorder,1.1.0,@jpweeks/electron-recorder@1.1.0,False,False
cdpfs,1.0.2,cdpfs@1.0.2,True,True
xiao-pack,1.0.0,xiao-pack@1.0.0,False,False
ruby-spawn,1.2.0,ruby-spawn@1.2.0,True,False
ffmpeg-extract,1.1.2,ffmpeg-extract@1.1.2,False,False
tinytiny,0.0.1,tinytiny@0.0.1,False,False
@opentribe/utils_cli,1.0.1,@opentribe/utils_cli@1.0.1,True,True
@jinle-cli/utils,0.1.8,@jinle-cli/utils@0.1.8,True,False
jud-scripter,0.0.2,jud-scripter@0.0.2,True,True
enhanced,1.2.1,enhanced@1.2.1,True,False
simplemplayercontrol,1.0.0,simplemplayercontrol@1.0.0,True,True
eviluation,1.0.2,eviluation@1.0.2,True,True
cmd-promise,1.2.0,cmd-promise@1.2.0,True,True
@ldt-cli/utils,1.0.32,@ldt-cli/utils@1.0.32,True,False
await-exec-typescript,0.0.4,await-exec-typescript@0.0.4,True,True
conflicted,0.1.0,conflicted@0.1.0,True,True
ffmpeg-wrapper,1.0.0,ffmpeg-wrapper@1.0.0,False,False
journalctl,1.1.0,journalctl@1.1.0,False,False
npm-mutli-task-runner,1.0.0,npm-mutli-task-runner@1.0.0,False,False
node-git-simple,0.2.0,node-git-simple@0.2.0,True,False
porti,0.0.3,porti@0.0.3,False,False
simple-spawner,1.0.1,simple-spawner@1.0.1,True,False
portfinder-sync,0.0.2,portfinder-sync@0.0.2,False,False
@micros-cli/utils,1.0.2,@micros-cli/utils@1.0.2,True,False
spawn-npm,1.4.7,spawn-npm@1.4.7,True,False
fast-rmrf,1.0.1,fast-rmrf@1.0.1,False,False
@pdulvp/window-manipulation,1.0.4,@pdulvp/window-manipulation@1.0.4,False,False
cpp-preprocess,0.0.1,cpp-preprocess@0.0.1,True,True
@ydhtml-cli-dev/utils,1.0.6,@ydhtml-cli-dev/utils@1.0.6,False,False
pararr,0.0.3,pararr@0.0.3,False,False
@dev4vin/commons,0.0.2,@dev4vin/commons@0.0.2,False,False
wools,0.0.5,wools@0.0.5,True,True
@bear-cli/utils,1.0.20,@bear-cli/utils@1.0.20,True,False
games,0.0.7,games@0.0.7,True,True
@flt-cli/utils,1.0.19,@flt-cli/utils@1.0.19,True,False
remote-execute,1.0.1,remote-execute@1.0.1,True,True
node-signature,1.1.1,node-signature@1.1.1,True,True
json-power-query,1.1.20,json-power-query@1.1.20,False,False
redux-app,2.1.0,redux-app@2.1.0,True,False
kool-shell,2.1.0,kool-shell@2.1.0,True,False
@stylo/resolver,1.0.0-next.10,@stylo/resolver@1.0.0-next.10,True,True
node-screenshotcapture,0.2.1,node-screenshotcapture@0.2.1,True,True
waveform-node,0.3.1,waveform-node@0.3.1,False,False
yuicompressor,2.4.7,yuicompressor@2.4.7,False,False
math-evalpoly,1.1.0,math-evalpoly@1.1.0,True,False
node-sri,1.1.1,node-sri@1.1.1,True,True
@rxdi/firelink,0.9.2,@rxdi/firelink@0.9.2,True,False
pdffonts-node,0.0.3,pdffonts-node@0.0.3,True,True
@os-team/youtube-captions,3.0.0,@os-team/youtube-captions@3.0.0,True,True
feature-filter-geojson,1.0.0,feature-filter-geojson@1.0.0,False,False
tubejs,0.0.1,tubejs@0.0.1,False,False
topxgun-template,1.0.0,topxgun-template@1.0.0,True,False
connect-ltsv-logger,0.0.2,connect-ltsv-logger@0.0.2,True,False
iostat-wrapper,0.0.2,iostat-wrapper@0.0.2,False,False
mega-hybrid-cache,1.0.0,mega-hybrid-cache@1.0.0,True,False
badam-fs,1.0.0,badam-fs@1.0.0,True,True
wiremock-library,1.0.13,wiremock-library@1.0.13,False,False
plit,0.1.6,plit@0.1.6,True,True
node-curl-download,0.0.2,node-curl-download@0.0.2,False,False
simple-cmd,1.0.3,simple-cmd@1.0.3,True,False
@bammoo/git,1.0.0,@bammoo/git@1.0.0,False,False
@mm-cli/utils,0.0.9,@mm-cli/utils@0.0.9,True,False
@mdekstrand/ant-runner,0.1.0,@mdekstrand/ant-runner@0.1.0,True,True
cross-run,1.0.1,cross-run@1.0.1,True,False
rejigger,0.0.4,rejigger@0.0.4,True,False
@inventivetalent/gitsha,1.0.0,@inventivetalent/gitsha@1.0.0,False,False
egzek,1.2.0,egzek@1.2.0,True,True
audio-cmd-stream,1.0.4,audio-cmd-stream@1.0.4,False,False
@york_pastry_cli/utils,1.1.1,@york_pastry_cli/utils@1.1.1,False,False
bashjs,1.0.10,bashjs@1.0.10,True,False
edge-diagnostics-launch,1.1.5,edge-diagnostics-launch@1.1.5,False,False
office2html,0.0.2,office2html@0.0.2,True,True
@ss-cli/helpers,1.0.1,@ss-cli/helpers@1.0.1,True,False
@dogmalang/exec,0.1.0,@dogmalang/exec@0.1.0,True,True
mini-runner,1.0.1,mini-runner@1.0.1,True,False
@eddieajau/shell,0.2.1,@eddieajau/shell@0.2.1,True,False
tbt,0.1.0,tbt@0.1.0,False,False
powershell,2.3.2,powershell@2.3.2,False,False
@mue-cli/utils,1.0.0,@mue-cli/utils@1.0.0,True,False
js-call-r,0.0.2,js-call-r@0.0.2,False,False
screencapture,0.3.1,screencapture@0.3.1,True,True
gulp-go,1.1.0,gulp-go@1.1.0,True,False
bild-coffee,0.0.3,bild-coffee@0.0.3,True,True
exec-shell,0.0.3,exec-shell@0.0.3,True,True
foreach-combination,1.0.0,foreach-combination@1.0.0,True,False
await-exec,0.1.2,await-exec@0.1.2,True,True
@node-minify/run,8.0.6,@node-minify/run@8.0.6,False,False
node-rrdtool-custom,1.0.2,node-rrdtool-custom@1.0.2,True,True
read-nth-line,1.0.3,read-nth-line@1.0.3,True,True
commonmark-test-viewer,0.3.0,commonmark-test-viewer@0.3.0,False,False
txg-template,1.0.1,txg-template@1.0.1,True,False
test-utils,1.1.1,test-utils@1.1.1,True,True
@wakeadmin/docker-build,0.2.6,@wakeadmin/docker-build@0.2.6,True,True
@mint-cli/utils,2.0.0,@mint-cli/utils@2.0.0,True,False
ps-promise,1.0.0,ps-promise@1.0.0,True,True
rc-compiler,0.1.4,rc-compiler@0.1.4,True,True
git-npm,0.3.0,git-npm@0.3.0,True,False
@malept/cross-spawn-promise,1.1.1,@malept/cross-spawn-promise@1.1.1,True,False
@sesame-cli/utils,1.0.3,@sesame-cli/utils@1.0.3,True,False
local-shell,1.0.0,local-shell@1.0.0,True,True
npm-publish-all,0.0.3,npm-publish-all@0.0.3,True,False
llbuild,0.0.16,llbuild@0.0.16,True,False
grbl-simulator,1.0.0,grbl-simulator@1.0.0,False,False
@strangelytyped/w1temp,4.0.2,@strangelytyped/w1temp@4.0.2,False,False
@techkartikey21/node_mongo_crud,1.0.3,@techkartikey21/node_mongo_crud@1.0.3,True,True
stringify-parse,1.0.6,stringify-parse@1.0.6,True,True
shtty,0.0.1,shtty@0.0.1,False,False
jobbit,0.0.2,jobbit@0.0.2,True,True
gittens,0.0.1,gittens@0.0.1,False,False
@st-cli/helpers,1.0.5,@st-cli/helpers@1.0.5,True,False
process-detection-node,0.0.1,process-detection-node@0.0.1,True,True
@vlr/spawn,1.0.0,@vlr/spawn@1.0.0,True,False
decryptor-uber-eats,1.0.2,decryptor-uber-eats@1.0.2,True,True
@vorprog/exec,1.0.2,@vorprog/exec@1.0.2,True,True
sips-atos,2.0.0,sips-atos@2.0.0,True,True
svn-uploading,2.0.2,svn-uploading@2.0.2,True,False
letsencrypt-python,1.0.5,letsencrypt-python@1.0.5,False,False
opn-url,1.0.1,opn-url@1.0.1,False,False
@axel669/array-sort,0.1.0,@axel669/array-sort@0.1.0,True,False
yawn,0.1.1,yawn@0.1.1,True,False
@moonlightos/moonlight-hard,1.0.0,@moonlightos/moonlight-hard@1.0.0,True,True
feature-filter-geojson-vt,3.0.0,feature-filter-geojson-vt@3.0.0,False,False
systemd-mon,0.0.9,systemd-mon@0.0.9,False,False
ochre-visionmaker,0.1.2,ochre-visionmaker@0.1.2,True,True
node-tesseract-with-callback-support,0.2.9,node-tesseract-with-callback-support@0.2.9,True,True
nodearp,1.0.2,nodearp@1.0.2,True,True
dectalk,1.2.1,dectalk@1.2.1,False,False
datawire-quark-core,0.3.10,datawire-quark-core@0.3.10,True,True
spawnp,0.1.2,spawnp@0.1.2,True,True
@starfish-cli/utils,1.0.4,@starfish-cli/utils@1.0.4,True,False
msm,0.0.4,msm@0.0.4,True,True
@caimengxin/utils,1.3.0,@caimengxin/utils@1.3.0,True,False
mongo-cloud-backup,1.0.3,mongo-cloud-backup@1.0.3,True,True
simpy-hls,0.0.1,simpy-hls@0.0.1,False,False
pipequery,0.0.3,pipequery@0.0.3,False,False
interpolate-es,1.3.5,interpolate-es@1.3.5,True,True
@mklg-cli-dev/request,1.1.6,@mklg-cli-dev/request@1.1.6,True,True
@he-cli/spawn,1.0.1,@he-cli/spawn@1.0.1,True,False
liquor,0.0.5,liquor@0.0.5,True,False
prosh,1.3.1,prosh@1.3.1,True,True
@marcopeg/spawn,1.8.0,@marcopeg/spawn@1.8.0,True,False
@git-temporal/commons,0.5.1,@git-temporal/commons@0.5.1,True,True
minizinc-solver,0.2.2,minizinc-solver@0.2.2,False,False
@aurium/run,0.0.3,@aurium/run@0.0.3,True,False
reproducible,0.0.9,reproducible@0.0.9,True,True
libreoffice-converter,1.0.0,libreoffice-converter@1.0.0,True,True
normalize-volume,1.0.8,normalize-volume@1.0.8,True,True
spawno,1.0.4,spawno@1.0.4,True,False
auxon-bigjq,0.0.7,auxon-bigjq@0.0.7,False,False
python-exec,0.0.2,python-exec@0.0.2,False,False
google-cloudstorage-commands,0.0.1,google-cloudstorage-commands@0.0.1,True,True
blue-prod-util,0.0.1,blue-prod-util@0.0.1,True,True
singletone,1.2.1,singletone@1.2.1,False,False
@lubert/node-uci-engine,1.4.5,@lubert/node-uci-engine@1.4.5,False,False
@diagrams-ts/graphviz-cli-renderer,0.5.0,@diagrams-ts/graphviz-cli-renderer@0.5.0,False,False
@eit-tool/utils,1.2.2,@eit-tool/utils@1.2.2,True,False
mecab-ya,0.1.1,mecab-ya@0.1.1,False,False
higgytools,1.5.12,higgytools@1.5.12,True,True
@wraith13/wmic,1.0.1,@wraith13/wmic@1.0.1,True,True
@netless/devops-scripts,0.0.7,@netless/devops-scripts@0.0.7,True,True
@motern-cli/utils,0.0.5,@motern-cli/utils@0.0.5,True,False
@nx-boat-tools/common,1.0.0-local.0,@nx-boat-tools/common@1.0.0-local.0,True,True
mlink,0.1.6,mlink@0.1.6,True,False
@fook-cli-dev/utils,1.1.9,@fook-cli-dev/utils@1.1.9,True,False
ko-port,1.1.0,ko-port@1.1.0,True,True
open-in-explorer,0.1.0,open-in-explorer@0.1.0,True,True
@kev-cli/utils,1.0.3,@kev-cli/utils@1.0.3,True,False
@terra/exec,0.4.3,@terra/exec@0.4.3,True,True
simultaneous,1.0.3,simultaneous@1.0.3,True,False
omxplayer-signage,1.1.0,omxplayer-signage@1.1.0,False,False
wrlc,0.2.5,wrlc@0.2.5,True,False
forceutl,0.3.1,forceutl@0.3.1,True,True
background-process,0.1.0,background-process@0.1.0,False,False
@pnpm/exec,2.0.0,@pnpm/exec@2.0.0,False,False
check-bundle-size,0.1.0,check-bundle-size@0.1.0,True,True
@saulx/workspace-utils,1.0.2,@saulx/workspace-utils@1.0.2,False,False
limited-process,0.1.0,limited-process@0.1.0,False,False
prand,0.0.3,prand@0.0.3,False,False
lame-stream,1.0.1,lame-stream@1.0.1,False,False
iptables,0.0.4,iptables@0.0.4,False,False
my-test-p,1.0.0,my-test-p@1.0.0,True,True
@netless/docker-script,0.0.4,@netless/docker-script@0.0.4,True,True
@corteks/gitversion,0.3.4,@corteks/gitversion@0.3.4,True,True
node-xboxdrv,0.2.2,node-xboxdrv@0.2.2,False,False
node-ffmpeg-muxer,1.1.4,node-ffmpeg-muxer@1.1.4,True,True
@sunny-cli/utils,0.8.1,@sunny-cli/utils@0.8.1,True,False
azure-scripty-cli2,1.1.0,azure-scripty-cli2@1.1.0,True,True
spawn-default-shell,1.1.0,spawn-default-shell@1.1.0,True,True
@lwd-cli/utils,1.0.3,@lwd-cli/utils@1.0.3,True,False
aws-cli-exec,0.0.2,aws-cli-exec@0.0.2,True,True
fast-json-stringify,2.7.13,fast-json-stringify@2.7.13,True,True
ejs-harmony,1.0.1,ejs-harmony@1.0.1,True,False
node-avatar-generator,1.0.8,node-avatar-generator@1.0.8,False,False
@turbo-version/git,0.4.2,@turbo-version/git@0.4.2,True,True
@zyw-design/util,1.3.3,@zyw-design/util@1.3.3,True,True
the-db-util,2.0.0,the-db-util@2.0.0,True,False
rehistoric,0.1.0,rehistoric@0.1.0,True,True
smallballoon,1.0.19,smallballoon@1.0.19,True,True
sri-signer,1.0.4,sri-signer@1.0.4,True,True
lime-razor,0.2.12,lime-razor@0.2.12,True,True
